2;0;3429.00;9.85;1699.00;0.00;0.32
3;0;3367.00;10.40;1807.00;0.00;0.28
4;0;3168.00;9.50;1858.00;0.00;0.88
5;0;2891.00;9.50;1626.00;0.00;0.84
6;0;3579.00;10.60;1758.00;0.00;0.28
7;0;3274.00;10.35;1829.00;0.00;0.36
8;0;3311.00;11.15;1677.00;0.00;0.20
9;0;1960.00;9.50;228.00;0.00;1.44
10;0;2999.00;12.12;1768.00;0.00;0.28
11;0;3108.00;11.80;1890.00;0.00;3.04
12;0;3504.00;9.80;1677.00;0.00;0.24
13;0;1361.00;9.50;303.00;0.00;1.36
14;0;2963.00;9.87;1723.00;0.00;0.28
15;0;3288.00;10.92;1918.00;0.00;0.36
16;0;5263.00;9.50;1552.00;0.00;1.20
17;0;3075.00;9.75;1567.00;0.00;0.24
18;0;3369.00;10.15;1796.00;0.00;0.28
19;0;3881.00;9.50;651.00;0.00;1.12
20;0;3132.00;9.50;1203.00;0.00;0.72
21;0;2949.00;9.50;1816.00;0.00;0.44
22;0;3166.00;9.50;2005.00;0.00;0.36
23;0;3500.00;9.80;1709.00;0.00;0.24
24;0;5231.00;9.50;500.00;0.00;1.00
25;0;5348.00;9.50;1275.00;0.00;1.20
26;0;3386.00;10.37;1794.00;0.00;0.36
27;0;2955.00;13.20;1754.00;0.00;0.36
28;0;4782.00;9.50;474.00;0.00;0.92
29;0;4179.00;9.50;636.00;0.00;0.80
30;0;3217.00;10.45;1878.00;0.00;0.28
31;0;3615.00;10.50;1714.00;0.00;0.24
32;0;3159.00;9.70;1768.00;0.00;0.24
33;0;4465.00;9.50;357.00;0.00;1.04
34;0;3944.00;9.50;785.00;0.00;1.04
35;0;3065.00;9.50;1725.00;0.00;1.08
36;0;3311.00;9.80;1860.00;0.00;0.44
37;0;3253.00;10.15;1782.00;0.00;0.20
38;0;3046.00;9.50;1927.00;0.00;0.32
39;0;3362.00;10.20;1702.00;0.00;0.24
40;0;3319.00;10.40;1785.00;0.00;0.28
41;0;2231.00;9.50;119.00;0.00;0.88
42;0;2439.00;9.50;303.00;0.00;1.28
43;0;2414.00;9.50;968.00;0.00;1.12
44;0;3107.00;9.57;1990.00;0.00;0.40
45;0;3579.00;10.00;1720.00;0.00;0.32
46;0;3042.00;11.45;1796.00;0.00;2.12
47;0;2343.00;9.50;1535.00;0.00;1.12
48;0;1472.00;9.50;2017.00;0.00;1.12
49;0;1105.00;9.50;69.00;0.00;1.28
50;0;24.00;9.50;419.00;0.00;1.08
51;0;3258.00;9.77;1766.00;0.00;0.24
52;0;2896.00;9.70;1706.00;0.00;0.24
53;0;9.00;9.50;1261.00;0.00;0.48
54;0;306.00;9.50;1591.00;0.00;1.44
55;0;396.00;9.50;682.00;0.00;1.00
56;0;3329.00;9.70;1735.00;0.00;0.24
57;0;1399.00;9.50;615.00;0.00;1.44
58;0;3367.00;10.70;1750.00;0.00;0.28
59;0;3445.00;10.32;1697.00;0.00;0.24
60;0;3171.00;9.80;1808.00;0.00;0.36
61;0;3268.00;9.70;1996.00;0.00;0.24
62;0;2905.00;12.20;1735.00;0.00;0.36
63;0;3173.00;9.75;1828.00;0.00;0.24
64;0;3205.00;9.65;1760.00;0.00;0.28
65;0;2880.00;9.65;1563.00;0.00;0.44
66;0;3007.00;9.50;1710.00;0.00;1.12
67;0;3315.00;10.30;1733.00;0.00;0.28
68;0;3301.00;9.80;1704.00;0.00;0.28
69;0;3433.00;10.60;1761.00;0.00;0.36
70;0;3513.00;9.80;1698.00;0.00;0.20
71;0;3275.00;10.55;1933.00;0.00;0.48
72;0;3433.00;9.97;1745.00;0.00;0.32
73;0;3187.00;11.55;1983.00;0.00;0.32
74;0;3511.00;9.70;1182.00;0.00;1.72
75;0;3286.00;10.30;1725.00;0.00;0.24
76;0;3287.00;10.57;1820.00;0.00;0.40
77;0;3386.00;10.37;1725.00;0.00;0.32
78;0;3225.00;10.35;1852.00;0.00;0.32
79;0;3177.00;9.70;1707.00;0.00;0.28
80;0;3479.00;9.90;1737.00;0.00;0.24
81;0;3369.00;10.47;1684.00;0.00;0.28
82;0;3325.00;9.97;1879.00;0.00;0.32
83;0;3524.00;10.50;1811.00;0.00;0.96
84;0;3625.00;10.05;1734.00;0.00;0.36
85;0;3387.00;10.00;1775.00;0.00;0.24
86;0;3334.00;10.22;1766.00;0.00;0.20
87;0;3094.00;10.37;1968.00;0.00;0.60
88;0;3348.00;9.87;1793.00;0.00;0.28
89;0;3367.00;9.97;1711.00;0.00;0.24
90;0;3343.00;10.35;1847.00;0.00;0.32
91;0;3266.00;9.80;1690.00;0.00;0.24
92;0;4299.00;12.20;1937.00;0.00;5.20
93;0;3454.00;10.32;1687.00;0.00;0.20
